store_nbr,family,sales_52w,sales_share,cum_share,ABC,mean_wk,std_wk,cv,XYZ,ABCXYZ,service_level,z,city,state,type,cluster
51,GROCERY I,1869710.0,0.006193613428216528,0.28135055802527315,A,35955.96153846154,5553.9230189526825,0.15446459450157055,X,AX,0.98,2.054,Guayaquil,Guayas,A,17
8,BEVERAGES,1853645.0,0.006140396405403205,0.28749095443067635,A,35647.019230769234,5034.145987469209,0.14122207399388315,X,AX,0.98,2.054,Quito,Pichincha,D,8
8,PRODUCE,1832820.3413,0.006071412506422964,0.2935623669370993,A,35246.545025,4557.084472292791,0.1292916644471216,X,AX,0.98,2.054,Quito,Pichincha,D,8
17,GROCERY I,1783735.8969999999,0.005908815059047154,0.2994711819961465,A,34302.61340384615,5529.403612990149,0.16119482057801485,X,AX,0.98,2.054,Quito,Pichincha,C,12
51,BEVERAGES,1767247.0,0.0058541938322923745,0.3053253758284388,A,33985.519230769234,4916.468812863377,0.1446636368707306,X,AX,0.98,2.054,Guayaquil,Guayas,A,17
50,BEVERAGES,1737239.0,0.005754789137578263,0.3110801649660171,A,33408.442307692305,5894.045584278045,0.17642383712456905,X,AX,0.98,2.054,Ambato,Tungurahua,A,14
11,BEVERAGES,1690584.0,0.005600239483089897,0.316680404449107,A,32511.23076923077,4849.072098887698,0.14915067760143982,X,AX,0.98,2.054,Cayambe,Pichincha,B,6
28,GROCERY I,1663402.795,0.005510198847759762,0.3221906032968668,A,31988.515288461538,5356.348474292704,0.1674459857230262,X,AX,0.98,2.054,Guayaquil,Guayas,E,10
7,BEVERAGES,1634157.0,0.005413319038254081,0.32760392233512087,A,31426.096153846152,4359.533853744654,0.1387233664786889,X,AX,0.98,2.054,Quito,Pichincha,D,8
31,GROCERY I,1612495.692,0.005341563649396165,0.332945485984517,A,31009.53253846154,6272.379303303719,0.2022726171548636,X,AX,0.98,2.054,Babahoyo,Los Rios,B,10
2,GROCERY I,1579987.0,0.0052338751462031805,0.33817936113072017,A,30384.365384615383,4902.046391524729,0.16133449981504755,X,AX,0.98,2.054,Quito,Pichincha,D,13
7,GROCERY I,1573284.416,0.005211672123132143,0.3433910332538523,A,30255.469538461537,4345.132353815318,0.1436147718114746,X,AX,0.98,2.054,Quito,Pichincha,D,8
24,GROCERY I,1556983.0,0.00515767194714948,0.3485487052010018,A,29941.98076923077,6858.670429350464,0.2290653541664952,X,AX,0.98,2.054,Guayaquil,Guayas,D,1
6,BEVERAGES,1533909.0,0.005081236865643435,0.3536299420666452,A,29498.25,5163.540911060556,0.17504566918581208,X,AX,0.98,2.054,Quito,Pichincha,D,13
21,GROCERY I,1533071.891,0.0050784638529605694,0.3587084059196058,A,29482.15175,5479.091304952416,0.18584434919856993,X,AX,0.98,2.054,Santo Domingo,Santo Domingo de los Tsachilas,B,6
43,GROCERY I,1515887.248,0.005021537893510223,0.363729943813116,A,29151.677846153845,5690.246006498828,0.19519445969897684,X,AX,0.98,2.054,Esmeraldas,Esmeraldas,E,10
43,BEVERAGES,1440631.0,0.00477224356007349,0.3685021873731895,A,27704.44230769231,6275.122913923011,0.22650240868340663,X,AX,0.98,2.054,Esmeraldas,Esmeraldas,E,10
34,GROCERY I,1433988.733,0.004750240343486426,0.37325242771667594,A,27576.706403846154,4009.236284357553,0.14538488482432532,X,AX,0.98,2.054,Guayaquil,Guayas,B,6
36,GROCERY I,1430139.485,0.004737489299687476,0.3779899170163634,A,27502.682403846156,4844.709555512776,0.1761540741507848,X,AX,0.98,2.054,Libertad,Guayas,E,10
27,GROCERY I,1399784.0,0.004636933523916888,0.3826268505402803,A,26918.923076923078,3436.228688811319,0.12765104603151767,X,AX,0.98,2.054,Daule,Guayas,D,1
38,GROCERY I,1399065.768,0.004634554303952415,0.3872614048442327,A,26905.11092307692,4665.724606259073,0.17341406320897332,X,AX,0.98,2.054,Loja,Loja,D,4
41,GROCERY I,1389652.0,0.004603370195243088,0.3918647750394758,A,26724.076923076922,5403.18418772818,0.20218412794127946,X,AX,0.98,2.054,Machala,El Oro,D,4
9,BEVERAGES,1381566.0,0.004576584459390706,0.3964413594988665,A,26568.576923076922,4959.5825937039035,0.18667099137688195,X,AX,0.98,2.054,Quito,Pichincha,B,6
29,GROCERY I,1379012.402,0.00456812539415435,0.40100948489302085,A,26519.46926923077,4018.148689490389,0.15151693454711393,X,AX,0.98,2.054,Guayaquil,Guayas,E,10
24,PRODUCE,1369296.1363,0.004535939229609238,0.4055454241226301,A,26332.61800576923,3206.9057920112573,0.12178454080443246,X,AX,0.98,2.054,Guayaquil,Guayas,D,1
40,BEVERAGES,1359232.0,0.0045026007066666,0.4100480248292967,A,26139.076923076922,5113.1662645437955,0.19561388030613405,X,AX,0.98,2.054,Machala,El Oro,C,3
4,GROCERY I,1356922.0,0.004494948585739194,0.4145429734150359,A,26094.653846153848,4078.5565155305962,0.1562985483377695,X,AX,0.98,2.054,Quito,Pichincha,D,9
37,GROCERY I,1350284.0,0.004472959504043903,0.4190159329190798,A,25967.0,3849.8678612414224,0.1482600169923855,X,AX,0.98,2.054,Cuenca,Azuay,D,2
24,BEVERAGES,1343225.0,0.004449575815028077,0.4234655087341079,A,25831.25,3516.8684369679195,0.13614782238442907,X,AX,0.98,2.054,Guayaquil,Guayas,D,1
19,GROCERY I,1256867.0,0.004163505746175729,0.4276290144802836,A,24170.51923076923,3717.0267661149664,0.1537834884979638,X,AX,0.98,2.054,Guaranda,Bolivar,C,15
20,BEVERAGES,1256508.0,0.004162316520455843,0.43179133100073946,A,24163.615384615383,4874.470706928072,0.20172770627823242,X,AX,0.98,2.054,Quito,Pichincha,B,6
42,GROCERY I,1241382.571,0.004112211926608703,0.4359035429273482,A,23872.74175,3926.263996113418,0.16446640428777953,X,AX,0.98,2.054,Cuenca,Azuay,D,2
53,GROCERY I,1237008.0,0.004097720694445273,0.4400012636217934,A,23788.615384615383,4268.970304067901,0.1794543412908579,X,AX,0.98,2.054,Manta,Manabi,D,13
39,BEVERAGES,1234421.0,0.004089150981527871,0.44409041460332127,A,23738.865384615383,3893.309751954067,0.16400572179313458,X,AX,0.98,2.054,Cuenca,Azuay,B,6
17,BEVERAGES,1232898.0,0.004084105881886122,0.4481745204852074,A,23709.576923076922,3542.5418831633915,0.14941396443541038,X,AX,0.98,2.054,Quito,Pichincha,C,12
27,BEVERAGES,1201336.0,0.003979553396729937,0.45215407388193735,A,23102.615384615383,3565.6325740451716,0.15433891421745533,X,AX,0.98,2.054,Daule,Guayas,D,1
28,BEVERAGES,1198867.0,0.003971374571375061,0.45612544845331243,A,23055.134615384617,3885.0542329918753,0.168511452993175,X,AX,0.98,2.054,Guayaquil,Guayas,E,10
2,BEVERAGES,1191971.0,0.003948530837212553,0.46007397929052496,A,22922.51923076923,3365.2561100007592,0.1468100463182677,X,AX,0.98,2.054,Quito,Pichincha,D,13
54,GROCERY I,1151292.467,0.0038137788659287986,0.4638877581564538,A,22140.23975,3978.9055343405225,0.17971375103742238,X,AX,0.98,2.054,El Carmen,Manabi,C,3
46,PRODUCE,1131879.0929,0.0037494699974343526,0.46763722815388814,A,21766.90563269231,3573.7134334634484,0.16418105052542822,X,AX,0.98,2.054,Quito,Pichincha,A,14
33,GROCERY I,1113644.06,0.0036890645096135624,0.4713262926635017,A,21416.231923076924,4144.965559276425,0.19354317669719714,X,AX,0.98,2.054,Quevedo,Los Rios,C,3
5,GROCERY I,1098296.0,0.003638222426877163,0.47496451509037885,A,21121.076923076922,3216.83462029974,0.15230447917098722,X,AX,0.98,2.054,Santo Domingo,Santo Domingo de los Tsachilas,D,4
4,BEVERAGES,1093485.0,0.0036222854771880936,0.4785868005675669,A,21028.55769230769,3514.253656370328,0.16711814988888588,X,AX,0.98,2.054,Quito,Pichincha,D,9
14,GROCERY I,1080680.233,0.0035798683232784586,0.48216666889084536,A,20782.312173076924,3725.1891246912587,0.17924805929520146,X,AX,0.98,2.054,Riobamba,Chimborazo,C,7
15,GROCERY I,1068679.788,0.003540115571623617,0.48570678446246895,A,20551.534384615385,2954.178051070217,0.14374489007893898,X,AX,0.98,2.054,Ibarra,Imbabura,C,15
12,GROCERY I,1064823.3,0.003527340544553881,0.48923412500702285,A,20477.371153846154,3007.563241767232,0.14687252671113452,X,AX,0.98,2.054,Latacunga,Cotopaxi,C,15
36,BEVERAGES,1044030.0,0.0034584605246059026,0.49269258553162876,A,20077.5,4156.617697873419,0.2070286488792535,X,AX,0.98,2.054,Libertad,Guayas,E,10
27,PRODUCE,1039817.2094,0.0034445052072409506,0.4961370907388697,A,19996.484796153847,2700.134725716718,0.13503046926707493,X,AX,0.98,2.054,Daule,Guayas,D,1
44,DAIRY,1037998.0,0.003438478882426633,0.49957556962129634,A,19961.5,2879.7065992977837,0.1442630363097783,X,AX,0.98,2.054,Quito,Pichincha,A,5
37,PRODUCE,1034356.798,0.003426417013151692,0.5030019866344481,A,19891.476884615382,2630.909869086438,0.1322631740391848,X,AX,0.98,2.054,Cuenca,Azuay,D,2
29,BEVERAGES,1033002.0,0.0034219291005420788,0.5064239157349901,A,19865.423076923078,3220.463018385765,0.16211399102426843,X,AX,0.98,2.054,Guayaquil,Guayas,E,10
13,GROCERY I,1026556.57,0.0034005779274731912,0.5098244936624633,A,19741.4725,3087.3887758982105,0.15639100760584368,X,AX,0.98,2.054,Latacunga,Cotopaxi,C,15
42,BEVERAGES,1022426.0,0.0033868949745991155,0.5132113886370624,A,19662.03846153846,3462.1634569172606,0.17608364787249972,X,AX,0.98,2.054,Cuenca,Azuay,D,2
37,BEVERAGES,1019527.0,0.003377291728465544,0.516588680365528,A,19606.28846153846,3010.2230282595756,0.15353354788003648,X,AX,0.98,2.054,Cuenca,Azuay,D,2
6,PRODUCE,1009597.7575000001,0.00334440005559648,0.5199330804211244,A,19415.341490384617,2495.9626789548133,0.12855620799617673,X,AX,0.98,2.054,Quito,Pichincha,D,13
45,CLEANING,1007452.0,0.003337292005435922,0.5232703724265604,A,19374.076923076922,3306.9470005663916,0.17068926760723438,X,AX,0.98,2.054,Quito,Pichincha,A,11
21,BEVERAGES,983533.0,0.0032580577714694187,0.5265284301980298,A,18914.096153846152,3275.5966393184513,0.17318282685436123,X,AX,0.98,2.054,Santo Domingo,Santo Domingo de los Tsachilas,B,6
42,PRODUCE,978142.1608,0.0032402000426994615,0.5297686302407292,A,18810.42616923077,2593.598200362703,0.13788088462371223,X,AX,0.98,2.054,Cuenca,Azuay,D,2
34,BEVERAGES,967855.0,0.0032061227273569204,0.532974752968086,A,18612.596153846152,3079.1265712135873,0.16543240640705265,X,AX,0.98,2.054,Guayaquil,Guayas,B,6
2,PRODUCE,963529.5795999999,0.0031917943117886656,0.5361665472798747,A,18529.41499230769,2469.5907293393457,0.13327947646293417,X,AX,0.98,2.054,Quito,Pichincha,D,13
44,CLEANING,958962.0,0.0031766637180896387,0.5393432109979643,A,18441.576923076922,3105.7938667893636,0.16841259723851223,X,AX,0.98,2.054,Quito,Pichincha,A,5
10,GROCERY I,953711.258,0.0031592700762097213,0.5425024810741741,A,18340.601115384616,2938.2354635385627,0.1602038801810987,X,AX,0.98,2.054,Quito,Pichincha,C,15
31,BEVERAGES,952374.0,0.0031548402667174523,0.5456573213408915,A,18314.884615384617,3652.8582075498844,0.1994475140990657,X,AX,0.98,2.054,Babahoyo,Los Rios,B,10
1,GROCERY I,937007.0,0.0031039354432146615,0.5487612567841061,A,18019.365384615383,2893.4006522541176,0.16057172883148768,X,AX,0.98,2.054,Quito,Pichincha,D,13
47,CLEANING,931128.0,0.0030844606298240903,0.5518457174139302,A,17906.30769230769,3097.8830313648214,0.1730051267183048,X,AX,0.98,2.054,Quito,Pichincha,A,14
49,DAIRY,929336.0,0.003078524439044042,0.5549242418529742,A,17871.846153846152,2612.0673458018896,0.14615542923301225,X,AX,0.98,2.054,Quito,Pichincha,A,11
38,BEVERAGES,926574.0,0.0030693750199957755,0.55799361687297,A,17818.73076923077,4873.008452390977,0.27347674284441026,X,AX,0.98,2.054,Loja,Loja,D,4
4,PRODUCE,924886.508,0.0030637850230918664,0.5610574018960619,A,17786.279000000002,2441.513285467027,0.13726948089968055,X,AX,0.98,2.054,Quito,Pichincha,D,9
45,DAIRY,918284.0,0.003041913512425128,0.564099315408487,A,17659.30769230769,2644.976626446721,0.14977804750515278,X,AX,0.98,2.054,Quito,Pichincha,A,11
46,CLEANING,913032.0,0.0030245157032862814,0.5671238311117733,A,17558.30769230769,3382.125799416238,0.19262253849770256,X,AX,0.98,2.054,Quito,Pichincha,A,14
47,DAIRY,892283.0,0.002955782431804573,0.570079613543578,A,17159.28846153846,2625.4971393783435,0.15300734323938248,X,AX,0.98,2.054,Quito,Pichincha,A,14
19,BEVERAGES,889675.0,0.0029471431541514674,0.5730267566977294,A,17109.134615384617,2774.7119478043273,0.1621772234645422,X,AX,0.98,2.054,Guaranda,Bolivar,C,15
1,PRODUCE,881586.9182,0.0029203505221149515,0.5759471072198443,A,16953.59458076923,2253.162347633753,0.13290174758510642,X,AX,0.98,2.054,Quito,Pichincha,D,13
22,GROCERY I,881424.284,0.0029198117790130763,0.5788669189988574,A,16950.467,2841.0659240342843,0.16760989086814637,X,AX,0.98,2.054,Puyo,Pastaza,C,7
41,BEVERAGES,869165.0,0.002879201595614196,0.5817461205944716,A,16714.71153846154,4212.251893369815,0.2520086502047566,X,AX,0.98,2.054,Machala,El Oro,D,4
3,DAIRY,865837.0,0.0028681772413083925,0.58461429783578,A,16650.71153846154,2247.5601004988616,0.13498282612770507,X,AX,0.98,2.054,Quito,Pichincha,D,8
50,PRODUCE,860409.6721,0.0028501986398350226,0.587464496475615,A,16546.33984807692,2399.843712739125,0.14503773854360297,X,AX,0.98,2.054,Ambato,Tungurahua,A,14
53,BEVERAGES,842750.0,0.00279169909591834,0.5902561955715334,A,16206.73076923077,2667.9116905997116,0.16461751161219393,X,AX,0.98,2.054,Manta,Manabi,D,13
48,CLEANING,832296.0,0.0027570691079637504,0.5930132646794972,A,16005.692307692309,3509.503526356441,0.21926596231451734,X,AX,0.98,2.054,Quito,Pichincha,A,14
54,BEVERAGES,822761.0,0.002725483405347813,0.5957387480848451,A,15822.326923076924,5993.8742380218255,0.3788238144213389,X,AX,0.98,2.054,El Carmen,Manabi,C,3
18,GROCERY I,818782.096,0.002712302862245415,0.5984510509470905,A,15745.809538461539,10402.868094756263,0.6606753415469057,Y,AY,0.95,1.645,Quito,Pichincha,B,16
16,GROCERY I,806881.286,0.0026728801621354226,0.6011239311092259,A,15516.947807692308,3044.565399918179,0.19620903786301855,X,AX,0.98,2.054,Santo Domingo,Santo Domingo de los Tsachilas,C,3
23,GROCERY I,799812.0,0.0026494623996495274,0.6037733935088755,A,15381.0,2185.2445818152582,0.14207428527502217,X,AX,0.98,2.054,Ambato,Tungurahua,D,9
53,PRODUCE,791804.0865,0.002622935333641646,0.6063963288425172,A,15227.001663461539,2324.1341447087216,0.1526324220667502,X,AX,0.98,2.054,Manta,Manabi,D,13
38,PRODUCE,789798.5839,0.0026162918927691665,0.6090126207352863,A,15188.43430576923,1998.788307702456,0.1315993648498119,X,AX,0.98,2.054,Loja,Loja,D,4
48,PRODUCE,780304.5992,0.0025848420577010535,0.6115974627929873,A,15005.857676923079,2426.041335282045,0.1616729538234124,X,AX,0.98,2.054,Quito,Pichincha,A,14
3,CLEANING,779434.0,0.002581958105165251,0.6141794208981526,A,14989.115384615385,2246.161070594179,0.14985281072020146,X,AX,0.98,2.054,Quito,Pichincha,D,8
1,BEVERAGES,777398.0,0.0025752136384084552,0.616754634536561,A,14949.961538461539,2073.2142040191134,0.13867689215689605,X,AX,0.98,2.054,Quito,Pichincha,D,13
25,BEVERAGES,759765.0,0.0025168024486625896,0.6192714369852236,A,14610.865384615385,10552.777446922135,0.7222554700991931,Y,AY,0.95,1.645,Salinas,Santa Elena,D,1
49,CLEANING,754049.0,0.0024978675901253375,0.621769304575349,A,14500.942307692309,2319.3632190117123,0.15994568972122597,X,AX,0.98,2.054,Quito,Pichincha,A,11
41,PRODUCE,753055.3372,0.0024945759763129282,0.6242638805516619,A,14481.833407692307,2108.4044924139125,0.14558961100145282,X,AX,0.98,2.054,Machala,El Oro,D,4
11,CLEANING,746016.0,0.0024712574224154448,0.6267351379740774,A,14346.461538461539,3105.980824287981,0.21649804141327228,X,AX,0.98,2.054,Cayambe,Pichincha,B,6
52,GROCERY I,736213.0,0.0024387839412676696,0.629173921915345,A,14157.942307692309,20283.609628111706,1.4326664982304498,Z,AZ,0.9,1.282,Manta,Manabi,A,11
35,GROCERY I,703411.194,0.002330124466744159,0.6315040463820892,A,13527.138346153846,4733.360772991538,0.34991589882992646,X,AX,0.98,2.054,Playas,Guayas,C,3
5,BEVERAGES,693438.0,0.0022970871998521766,0.6338011335819415,A,13335.346153846154,2180.4640618196113,0.1635101208970539,X,AX,0.98,2.054,Santo Domingo,Santo Domingo de los Tsachilas,D,4
32,GROCERY I,687551.087,0.002277586173806671,0.6360787197557481,A,13222.13628846154,6418.062019291305,0.4854028032438011,X,AX,0.98,2.054,Guayaquil,Guayas,C,3
33,BEVERAGES,671388.0,0.0022240442273633015,0.6383027639831115,A,12911.307692307691,2794.048166795096,0.21640318962110397,X,AX,0.98,2.054,Quevedo,Los Rios,C,3
18,BEVERAGES,666960.0,0.002209376005949209,0.6405121399890606,A,12826.153846153846,8517.15418132232,0.6640458459708619,Y,AY,0.95,1.645,Quito,Pichincha,B,16
30,GROCERY I,666393.921,0.002207500808995761,0.6427196407980564,A,12815.267711538461,2901.8801885114262,0.2264392952086704,X,AX,0.98,2.054,Guayaquil,Guayas,C,3
39,PRODUCE,663213.72383,0.002196966067299729,0.6449166068653561,A,12754.110073653846,1526.2447173271007,0.1196668923596436,X,AX,0.98,2.054,Cuenca,Azuay,B,6
9,CLEANING,661067.0,0.0021898548160681685,0.6471064616814243,A,12712.826923076924,2624.286582577488,0.2064282475059542,X,AX,0.98,2.054,Quito,Pichincha,B,6
40,CLEANING,644945.0,0.002136448974686507,0.6492429106561107,A,12402.788461538461,2976.1413980254233,0.23995744241339886,X,AX,0.98,2.054,Machala,El Oro,C,3
44,BREAD/BAKERY,636586.4902,0.0021087605211096636,0.6513516711772204,A,12242.047888461539,1796.3389724214906,0.14673516953927634,X,AX,0.98,2.054,Quito,Pichincha,A,5
12,BEVERAGES,635002.0,0.0021035117286340404,0.6534551829058544,A,12211.576923076924,1722.135818767074,0.14102485122232766,X,AX,0.98,2.054,Latacunga,Cotopaxi,C,15
50,CLEANING,634059.0,0.0021003879407402986,0.6555555708465947,A,12193.442307692309,2076.9916915583494,0.17033677932341518,X,AX,0.98,2.054,Ambato,Tungurahua,A,14
46,DAIRY,625134.0,0.00207082292806623,0.6576263937746609,A,12021.807692307691,2066.9532094693745,0.17193364445446663,X,AX,0.98,2.054,Quito,Pichincha,A,14
15,BEVERAGES,621217.0,0.002057847448554261,0.6596842412232152,A,11946.48076923077,1589.4817319156314,0.133050206384574,X,AX,0.98,2.054,Ibarra,Imbabura,C,15
25,GROCERY I,610066.0,0.0020209085738956013,0.6617051497971108,A,11732.038461538461,7272.123402611195,0.6198516503718449,Y,AY,0.95,1.645,Salinas,Santa Elena,D,1
28,PRODUCE,609951.9041,0.0020205306190799644,0.6637256804161907,A,11729.844309615386,1450.8742745811007,0.12369083819736992,X,AX,0.98,2.054,Guayaquil,Guayas,E,10
23,BEVERAGES,609874.0,0.002020272553454882,0.6657459529696456,A,11728.346153846154,1763.1646780007884,0.15033361523205313,X,AX,0.98,2.054,Ambato,Tungurahua,D,9
26,GROCERY I,609551.0,0.00201920258156763,0.6677651555512132,A,11722.134615384615,4500.463862928285,0.38392869648684175,X,AX,0.98,2.054,Guayaquil,Guayas,D,10
9,PRODUCE,603855.4296,0.0020003353982553556,0.6697654909494686,A,11612.604415384616,1544.9407650229402,0.13303998911527873,X,AX,0.98,2.054,Quito,Pichincha,B,6
51,DAIRY,590864.0,0.0019572999046107314,0.6717227908540793,A,11362.76923076923,1509.5687296784226,0.13285218585541017,X,AX,0.98,2.054,Guayaquil,Guayas,A,17
8,DAIRY,590800.0,0.0019570878977971584,0.6736798787518764,A,11361.538461538461,1552.6641552131807,0.13665967513723476,X,AX,0.98,2.054,Quito,Pichincha,D,8
13,BEVERAGES,584110.0,0.0019349265605658398,0.6756148053124422,A,11232.884615384615,1596.80699355327,0.1421546689232553,X,AX,0.98,2.054,Latacunga,Cotopaxi,C,15
52,PRODUCE,581157.7133000001,0.0019251467965655056,0.6775399521090077,A,11176.109871153847,16029.323138520576,1.4342488865371397,Z,AZ,0.9,1.282,Manta,Manabi,A,11
35,BEVERAGES,550666.0,0.0018241397500480196,0.6793640918590558,A,10589.73076923077,2222.5030679119054,0.20987342514592905,X,AX,0.98,2.054,Playas,Guayas,C,3
5,PRODUCE,549931.47166,0.0018217065467223544,0.6811857984057781,A,10575.60522423077,1517.92438374386,0.14353073432297342,X,AX,0.98,2.054,Santo Domingo,Santo Domingo de los Tsachilas,D,4
52,BEVERAGES,537796.0,0.0017815065048810436,0.6829673049106592,A,10342.23076923077,14840.353400230757,1.4349276990009683,Z,AZ,0.9,1.282,Manta,Manabi,A,11
36,PRODUCE,536012.6441,0.0017755989486025142,0.6847429038592616,A,10307.93546346154,1514.746268932651,0.14694952973869632,X,AX,0.98,2.054,Libertad,Guayas,E,10
17,PRODUCE,534816.502,0.0017716366005524876,0.6865145404598141,A,10284.932730769231,1201.336109549565,0.11680544161027272,X,AX,0.98,2.054,Quito,Pichincha,C,12
25,PRODUCE,534305.61617,0.0017699442368506444,0.6882844846966647,A,10275.108003269232,6626.598996574867,0.644917697650072,Y,AY,0.95,1.645,Salinas,Santa Elena,D,1
7,DAIRY,531764.0,0.001761524862701774,0.6900460095593665,A,10226.23076923077,1392.4706300332796,0.1361665565207939,X,AX,0.98,2.054,Quito,Pichincha,D,8
39,CLEANING,530801.0,0.0017583348226787906,0.6918043443820453,A,10207.711538461539,2939.4209602955884,0.2879608175857913,X,AX,0.98,2.054,Cuenca,Azuay,B,6
51,CLEANING,526550.0,0.0017442529326084863,0.6935485973146538,A,10125.961538461539,1399.0675180491937,0.13816638674114687,X,AX,0.98,2.054,Guayaquil,Guayas,A,17
48,DAIRY,515969.0,0.0017092022436332125,0.695257799558287,A,9922.48076923077,1803.8731476897863,0.181796587934274,X,AX,0.98,2.054,Quito,Pichincha,A,14
45,POULTRY,510168.28684,0.0016899867637347212,0.6969477863220218,A,9810.928593076924,1403.3076418901876,0.14303514989195698,X,AX,0.98,2.054,Quito,Pichincha,A,11
