family,week_start,weekly_sales,store_nbr,promo_days,promo_avg,n_days,city,state,type,cluster,is_complete_week
AUTOMOTIVE,2013-09-30,1618.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2013-10-07,1520.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2013-10-14,1557.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2013-10-21,1563.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2013-10-28,1666.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2013-11-04,1665.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2013-11-11,1652.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2013-11-18,1608.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2013-11-25,1767.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2013-12-02,1900.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2013-12-09,1776.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2013-12-16,1744.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2013-12-23,1924.0,27.5,0.0,0.0,6.0,Quito,Pichincha,D,8.481481481481481,0.0
AUTOMOTIVE,2013-12-30,2059.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2014-01-06,2012.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2014-01-13,2005.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2014-01-20,1850.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2014-01-27,2049.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2014-02-03,1949.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2014-02-10,1727.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2014-02-17,1791.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2014-02-24,2184.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2014-03-03,2603.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2014-03-10,2027.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2014-03-17,2141.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2014-03-24,2114.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2014-03-31,2261.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2014-04-07,1894.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2014-04-14,2115.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2014-04-21,1842.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2014-04-28,1985.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2014-05-05,1745.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2014-05-12,1924.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2014-05-19,1701.0,27.5,0.018518518518518517,0.0026455026455026445,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2014-05-26,1709.0,27.5,0.018518518518518517,0.0026455026455026445,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2014-06-02,1862.0,27.5,0.05555555555555555,0.007936507936507933,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2014-06-09,1599.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2014-06-16,2097.0,27.5,0.16666666666666666,0.023809523809523805,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2014-06-23,1956.0,27.5,0.5555555555555556,0.07936507936507935,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2014-06-30,2496.0,27.5,0.6296296296296297,0.08994708994708993,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2014-07-07,2004.0,27.5,0.16666666666666666,0.023809523809523798,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2014-07-14,2152.0,27.5,0.07407407407407407,0.010582010582010578,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2014-07-21,2162.0,27.5,0.018518518518518517,0.0026455026455026445,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2014-07-28,2187.0,27.5,0.018518518518518517,0.0026455026455026445,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2014-08-04,2031.0,27.5,0.018518518518518517,0.0026455026455026445,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2014-08-11,2054.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2014-08-18,2132.0,27.5,0.018518518518518517,0.0026455026455026445,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2014-08-25,1899.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2014-09-01,2358.0,27.5,0.037037037037037035,0.005291005291005289,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2014-09-08,2207.0,27.5,0.05555555555555555,0.007936507936507933,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2014-09-15,2015.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2014-09-22,2163.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2014-09-29,2311.0,27.5,0.018518518518518517,0.0026455026455026445,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2014-10-06,2381.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2014-10-13,2299.0,27.5,0.5925925925925926,0.08465608465608465,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2014-10-20,2128.0,27.5,0.9814814814814815,0.1402116402116402,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2014-10-27,2178.0,27.5,1.0185185185185186,0.1455026455026455,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2014-11-03,2570.0,27.5,0.7407407407407407,0.1058201058201058,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2014-11-10,2064.0,27.5,0.07407407407407407,0.010582010582010578,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2014-11-17,1900.0,27.5,0.05555555555555555,0.007936507936507933,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2014-11-24,2040.0,27.5,0.07407407407407407,0.01058201058201058,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2014-12-01,2301.0,27.5,0.42592592592592593,0.060846560846560836,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2014-12-08,2285.0,27.5,0.5555555555555556,0.07936507936507935,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2014-12-15,2448.0,27.5,0.6666666666666666,0.09523809523809523,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2014-12-22,2512.0,27.5,0.5555555555555556,0.09259259259259259,6.0,Quito,Pichincha,D,8.481481481481481,0.0
AUTOMOTIVE,2014-12-29,2489.0,27.5,0.42592592592592593,0.06084656084656084,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2015-01-05,2124.0,27.5,0.3333333333333333,0.04761904761904761,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2015-01-12,1958.0,27.5,0.12962962962962962,0.018518518518518514,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2015-01-19,2030.0,27.5,0.018518518518518517,0.0026455026455026445,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2015-01-26,2203.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2015-02-02,2188.0,27.5,0.018518518518518517,0.0026455026455026445,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2015-02-09,2340.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2015-02-16,2448.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2015-02-23,2228.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2015-03-02,2324.0,27.5,0.4074074074074074,0.05820105820105819,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2015-03-09,3105.0,27.5,0.9074074074074074,0.12962962962962962,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2015-03-16,2534.0,27.5,0.7222222222222222,0.10317460317460317,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2015-03-23,2428.0,27.5,0.7407407407407407,0.10582010582010583,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2015-03-30,2662.0,27.5,0.46296296296296297,0.06613756613756612,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2015-04-06,1929.0,27.5,0.2222222222222222,0.03174603174603174,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2015-04-13,2013.0,27.5,0.037037037037037035,0.005291005291005289,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2015-04-20,1985.0,27.5,0.018518518518518517,0.0026455026455026445,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2015-04-27,2288.0,27.5,0.07407407407407407,0.01058201058201058,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2015-05-04,1805.0,27.5,0.037037037037037035,0.005291005291005289,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2015-05-11,2057.0,27.5,0.037037037037037035,0.005291005291005289,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2015-05-18,2002.0,27.5,0.07407407407407407,0.01058201058201058,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2015-05-25,2250.0,27.5,0.1111111111111111,0.01587301587301587,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2015-06-01,2539.0,27.5,0.12962962962962962,0.018518518518518514,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2015-06-08,2176.0,27.5,0.037037037037037035,0.005291005291005289,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2015-06-15,2232.0,27.5,0.05555555555555555,0.007936507936507933,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2015-06-22,2254.0,27.5,0.037037037037037035,0.005291005291005289,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2015-06-29,2646.0,27.5,0.05555555555555555,0.007936507936507933,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2015-07-06,2410.0,27.5,0.018518518518518517,0.0026455026455026445,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2015-07-13,2340.0,27.5,0.07407407407407407,0.01058201058201058,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2015-07-20,2319.0,27.5,0.037037037037037035,0.005291005291005289,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2015-07-27,2537.0,27.5,0.07407407407407407,0.010582010582010578,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2015-08-03,2490.0,27.5,0.07407407407407407,0.010582010582010578,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2015-08-10,2445.0,27.5,0.037037037037037035,0.005291005291005289,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2015-08-17,2381.0,27.5,0.037037037037037035,0.005291005291005289,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2015-08-24,2395.0,27.5,0.037037037037037035,0.005291005291005289,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2015-08-31,2566.0,27.5,0.1111111111111111,0.015873015873015865,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2015-09-07,2295.0,27.5,0.07407407407407407,0.010582010582010578,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2015-09-14,2293.0,27.5,0.09259259259259259,0.013227513227513222,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2015-09-21,2112.0,27.5,0.018518518518518517,0.0026455026455026445,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2015-09-28,2974.0,27.5,0.037037037037037035,0.005291005291005289,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2015-10-05,3210.0,27.5,0.018518518518518517,0.0026455026455026445,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2015-10-12,2968.0,27.5,0.09259259259259259,0.013227513227513222,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2015-10-19,2761.0,27.5,0.037037037037037035,0.005291005291005291,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2015-10-26,2923.0,27.5,0.35185185185185186,0.05026455026455025,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2015-11-02,3271.0,27.5,0.5185185185185185,0.07407407407407406,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2015-11-09,2678.0,27.5,0.3888888888888889,0.05555555555555554,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2015-11-16,2586.0,27.5,0.05555555555555555,0.007936507936507933,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2015-11-23,2313.0,27.5,0.09259259259259259,0.013227513227513223,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2015-11-30,2778.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2015-12-07,2639.0,27.5,0.037037037037037035,0.005291005291005289,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2015-12-14,2778.0,27.5,0.037037037037037035,0.005291005291005289,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2015-12-21,2982.0,27.5,0.037037037037037035,0.006172839506172837,6.0,Quito,Pichincha,D,8.481481481481481,0.0
AUTOMOTIVE,2015-12-28,3119.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2016-01-04,2732.0,27.5,0.37037037037037035,0.0529100529100529,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2016-01-11,2653.0,27.5,0.018518518518518517,0.0026455026455026445,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2016-01-18,2632.0,27.5,0.018518518518518517,0.0026455026455026445,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2016-01-25,2812.0,27.5,0.037037037037037035,0.005291005291005289,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2016-02-01,3078.0,27.5,0.018518518518518517,0.0026455026455026445,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2016-02-08,3101.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2016-02-15,2874.0,27.5,0.05555555555555555,0.007936507936507933,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2016-02-22,2760.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2016-02-29,3366.0,27.5,0.037037037037037035,0.005291005291005289,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2016-03-07,2649.0,27.5,0.05555555555555555,0.007936507936507933,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2016-03-14,2535.0,27.5,0.07407407407407407,0.010582010582010578,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2016-03-21,2715.0,27.5,0.018518518518518517,0.0026455026455026445,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2016-03-28,3036.0,27.5,0.05555555555555555,0.007936507936507933,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2016-04-04,2661.0,27.5,0.05555555555555555,0.007936507936507933,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2016-04-11,2553.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2016-04-18,2501.0,27.5,0.037037037037037035,0.005291005291005289,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2016-04-25,2641.0,27.5,0.46296296296296297,0.06613756613756613,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2016-05-02,2546.0,27.5,1.3333333333333333,0.19047619047619047,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2016-05-09,2532.0,27.5,1.0740740740740742,0.15343915343915343,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2016-05-16,2518.0,27.5,1.1666666666666667,0.16666666666666666,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2016-05-23,2643.0,27.5,1.1296296296296295,0.16137566137566137,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2016-05-30,3069.0,27.5,0.37037037037037035,0.052910052910052914,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2016-06-06,2212.0,27.5,2.037037037037037,0.291005291005291,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2016-06-13,2114.0,27.5,3.7222222222222223,0.5317460317460317,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2016-06-20,2359.0,27.5,3.0555555555555554,0.43650793650793646,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2016-06-27,2831.0,27.5,3.7777777777777777,0.5396825396825397,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2016-07-04,2569.0,27.5,2.4814814814814814,0.3544973544973545,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2016-07-11,2388.0,27.5,0.6481481481481481,0.09259259259259259,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2016-07-18,2463.0,27.5,0.05555555555555555,0.007936507936507934,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2016-07-25,2484.0,27.5,0.1111111111111111,0.015873015873015865,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2016-08-01,2784.0,27.5,0.037037037037037035,0.005291005291005291,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2016-08-08,2377.0,27.5,0.037037037037037035,0.005291005291005289,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2016-08-15,2396.0,27.5,0.037037037037037035,0.005291005291005289,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2016-08-22,2335.0,27.5,0.037037037037037035,0.005291005291005289,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2016-08-29,2644.0,27.5,0.037037037037037035,0.005291005291005289,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2016-09-05,2241.0,27.5,0.018518518518518517,0.0026455026455026445,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2016-09-12,1870.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2016-09-19,2008.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2016-09-26,2267.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2016-10-03,2392.0,27.5,0.05555555555555555,0.007936507936507933,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2016-10-10,2247.0,27.5,0.14814814814814814,0.021164021164021163,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2016-10-17,2274.0,27.5,0.18518518518518517,0.02645502645502645,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2016-10-24,2435.0,27.5,0.4074074074074074,0.05820105820105819,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2016-10-31,2920.0,27.5,0.46296296296296297,0.06613756613756613,7.0,Quito,Pichincha,D,8.481481481481481,1.0
AUTOMOTIVE,2016-11-07,2286.0,27.5,0.48148148148148145,0.06878306878306877,7.0,Quito,Pichincha,D,8.481481481481481,1.0
