family,week_start,weekly_sales,store_nbr,promo_days,promo_avg,n_days,city,state,type,cluster,is_complete_week,year,month,quarter,weekofyear,lag_1,lag_2,lag_4,lag_8,roll_mean_4,roll_std_4,roll_mean_8,roll_std_8,roll_mean_12,roll_std_12,cv_8,abc_class,service_level_target
AUTOMOTIVE,2013-07-08,1829.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0,2013,7,3,28,1887.0,1859.0,1792.0,2079.0,1867.5,58.63161831867399,1979.5,145.35768690666873,1938.8333333333333,146.6813697864327,0.07343151649739596,C,0.9
AUTOMOTIVE,2013-07-15,1953.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0,2013,7,3,29,1829.0,1887.0,1932.0,2224.0,1876.75,43.79021960818801,1948.25,147.76404936828945,1940.3333333333333,145.34118688816525,0.07584450115139926,C,0.9
AUTOMOTIVE,2013-07-22,2081.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0,2013,7,3,30,1953.0,1829.0,1859.0,2110.0,1882.0,52.92762353755678,1914.375,98.30264856190654,1956.3333333333333,133.92422099716296,0.0513497348021444,C,0.9
AUTOMOTIVE,2013-07-29,2093.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0,2013,7,3,31,2081.0,1953.0,1887.0,1953.0,1937.5,108.25125095505054,1910.75,90.26429447540622,1959.25,136.41255940578324,0.04724024308536385,C,0.9
AUTOMOTIVE,2013-08-05,1922.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0,2013,8,3,32,2093.0,2081.0,1829.0,1792.0,1989.0,124.06449935416659,1928.25,110.8496407623536,1982.6666666666667,132.9109977892474,0.057487172701826066,C,0.9
AUTOMOTIVE,2013-08-12,1803.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0,2013,8,3,33,1922.0,2093.0,1953.0,1932.0,2012.25,87.37419527526423,1944.5,96.64071901340841,1969.5833333333333,130.26717882409162,0.04969952122054961,C,0.9
AUTOMOTIVE,2013-08-19,1756.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0,2013,8,3,34,1803.0,1922.0,2081.0,1859.0,1974.75,138.50722002841587,1928.375,108.99664149478572,1934.5,110.74828133285759,0.056522533996099925,C,0.9
AUTOMOTIVE,2013-08-26,1754.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0,2013,8,3,35,1756.0,1803.0,2093.0,1887.0,1893.5,150.23204274277398,1915.5,123.482792323465,1905.0,106.82866486277717,0.0644650442826419,C,0.9
AUTOMOTIVE,2013-09-02,1724.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0,2013,9,3,36,1754.0,1756.0,1922.0,1829.0,1808.75,78.822056980687,1898.875,136.1694716153367,1888.4166666666667,113.91101657420849,0.0717106031809703,C,0.9
AUTOMOTIVE,2013-09-09,1569.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0,2013,9,3,37,1724.0,1754.0,1803.0,1953.0,1759.25,32.633060945407294,1885.75,148.37958080544638,1882.75,120.63628656570765,0.07868465109657574,C,0.9
AUTOMOTIVE,2013-09-16,1543.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0,2013,9,3,38,1569.0,1724.0,1756.0,2081.0,1700.75,89.0444645481496,1837.75,181.85217701670297,1852.5,149.2761321724391,0.09895370807596464,C,0.9
AUTOMOTIVE,2013-09-23,1579.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0,2013,9,3,39,1543.0,1569.0,1754.0,2093.0,1647.5,106.89091012179972,1770.5,178.4928970175404,1826.1666666666667,173.87133870837442,0.100814965838712,C,0.9
AUTOMOTIVE,2013-09-30,1618.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0,2013,9,3,40,1579.0,1543.0,1724.0,1922.0,1603.75,81.58992993419388,1706.25,132.3736594428276,1800.5,186.35962301665268,0.07758163190783884,C,0.9
AUTOMOTIVE,2013-10-07,1520.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0,2013,10,4,41,1618.0,1579.0,1569.0,1803.0,1577.25,31.11671576500325,1668.25,101.66295855845003,1782.9166666666667,193.25275881052406,0.0609398822468989,C,0.9
AUTOMOTIVE,2013-10-14,1557.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0,2013,10,4,42,1520.0,1618.0,1543.0,1756.0,1565.0,42.87190222045206,1632.875,97.21616194263754,1746.8333333333333,198.94852387367666,0.05953680590527628,C,0.9
AUTOMOTIVE,2013-10-21,1563.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0,2013,10,4,43,1557.0,1520.0,1579.0,1754.0,1568.5,41.00812927538476,1608.0,86.02657396741667,1703.1666666666667,174.99965367931011,0.053499113163783064,C,0.9
AUTOMOTIVE,2013-10-28,1666.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0,2013,10,4,44,1563.0,1557.0,1618.0,1724.0,1564.5,40.418642563384886,1584.125,63.19230852835524,1659.0,128.32558024592828,0.03989098620898941,C,0.9
AUTOMOTIVE,2013-11-04,1665.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0,2013,11,4,45,1666.0,1563.0,1520.0,1569.0,1576.5,62.6232118839865,1576.875,45.7803373263486,1637.6666666666667,98.42425175399066,0.029032318558109914,C,0.9
AUTOMOTIVE,2013-11-11,1652.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0,2013,11,4,46,1665.0,1666.0,1557.0,1543.0,1612.75,60.96105314050934,1588.875,55.062140220974584,1626.1666666666667,84.41545887436307,0.03465479677189202,C,0.9
AUTOMOTIVE,2013-11-18,1608.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0,2013,11,4,47,1652.0,1665.0,1563.0,1579.0,1636.5,49.41322360124536,1602.5,55.57234666887567,1617.5,74.64765721221464,0.034678531462615285,C,0.9
AUTOMOTIVE,2013-11-25,1767.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0,2013,11,4,48,1608.0,1652.0,1666.0,1618.0,1647.75,27.25649769626817,1606.125,54.76035453292291,1605.3333333333333,61.03401932652867,0.034094702798903455,C,0.9
AUTOMOTIVE,2013-12-02,1900.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0,2013,12,4,49,1767.0,1608.0,1665.0,1520.0,1673.0,67.24581771381774,1624.75,79.24239485816369,1608.9166666666667,69.33247741312859,0.04877205407485147,C,0.9
AUTOMOTIVE,2013-12-09,1776.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0,2013,12,4,50,1900.0,1767.0,1652.0,1557.0,1731.75,130.6710245871925,1672.25,113.82662254499157,1636.5,107.40027086473185,0.06806794590816176,C,0.9
AUTOMOTIVE,2013-12-16,1744.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0,2013,12,4,51,1776.0,1900.0,1608.0,1563.0,1762.75,119.69231387186063,1699.625,108.35251661656427,1655.9166666666667,109.99046101890436,0.06375083716496317,C,0.9
AUTOMOTIVE,2013-12-23,1924.0,27.5,0.0,0.0,6.0,Quito,Pichincha,D,8.481481481481481,0.0,2013,12,4,52,1744.0,1776.0,1767.0,1666.0,1796.75,70.13974146896564,1722.25,93.64789678059273,1669.6666666666667,109.81416809843405,0.05437532110932696,C,0.9
AUTOMOTIVE,2013-12-30,2059.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0,2013,12,4,1,1924.0,1744.0,1900.0,1665.0,1836.0,89.2636544176856,1754.5,113.77170122662305,1695.1666666666667,130.33651085020534,0.06484565473158062,C,0.9
AUTOMOTIVE,2014-01-06,2012.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0,2014,1,1,2,2059.0,1924.0,1776.0,1652.0,1875.75,145.16283959746724,1803.75,149.24261168599645,1740.0833333333333,155.02050206539045,0.08274018665885723,C,0.9
AUTOMOTIVE,2014-01-13,2005.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0,2014,1,1,3,2012.0,2059.0,1744.0,1608.0,1934.75,138.932537585693,1848.75,151.21106346522964,1778.0,161.67082156485208,0.08179097415288593,C,0.9
AUTOMOTIVE,2014-01-20,1850.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0,2014,1,1,4,2005.0,2012.0,1924.0,1767.0,2000.0,56.05354582896611,1898.375,123.52320487607635,1814.8333333333333,158.55474152672252,0.06506786323882863,C,0.9
AUTOMOTIVE,2014-01-27,2049.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0,2014,1,1,5,1850.0,2005.0,2059.0,1900.0,1981.5,90.88637595004731,1908.75,114.03351637629545,1830.1666666666667,151.59745340469155,0.05974251021675741,C,0.9
AUTOMOTIVE,2014-02-03,1949.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0,2014,2,1,6,2049.0,1850.0,2012.0,1776.0,1979.0,88.14004008773011,1927.375,124.12198780692664,1862.1666666666667,154.07190371755425,0.06439950077533549,C,0.9
AUTOMOTIVE,2014-02-10,1727.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0,2014,2,1,7,1949.0,2049.0,2005.0,1744.0,1963.25,85.87733499979299,1949.0,108.00529087569203,1886.9166666666667,140.49875983492288,0.055415746985960294,C,0.9
AUTOMOTIVE,2014-02-17,1791.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0,2014,2,1,8,1727.0,1949.0,1850.0,1924.0,1893.75,137.6889610680537,1946.875,112.6808863244212,1896.8333333333333,122.0050917963765,0.05787782283113364,C,0.9
AUTOMOTIVE,2014-02-24,2184.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0,2014,2,1,9,1791.0,1727.0,2049.0,2059.0,1879.0,146.79691186579277,1930.25,125.6079501578508,1898.8333333333333,119.86115705138512,0.06507341026177217,C,0.9
AUTOMOTIVE,2014-03-03,2603.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0,2014,3,1,10,2184.0,1791.0,1949.0,2012.0,1912.75,203.48361932434102,1945.875,149.42789708943715,1922.5,145.42445711527552,0.076792135717536,C,0.9
AUTOMOTIVE,2014-03-10,2027.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0,2014,3,1,11,2603.0,2184.0,1727.0,2005.0,2076.25,405.14143620880515,2019.75,277.7669886793605,1991.4166666666667,236.8841137208938,0.13752543071133705,C,0.9
AUTOMOTIVE,2014-03-17,2141.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0,2014,3,1,12,2027.0,2603.0,1791.0,1850.0,2151.25,341.74490974019403,2022.5,277.7089946585917,2015.0,223.73523313384192,0.13730976250108992,C,0.9
AUTOMOTIVE,2014-03-24,2114.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0,2014,3,1,13,2141.0,2027.0,2184.0,2049.0,2238.75,251.70667452413733,2058.875,270.8602367590024,2033.0833333333333,224.479785821406,0.1315573974908,C,0.9
AUTOMOTIVE,2014-03-31,2261.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0,2014,3,1,14,2114.0,2141.0,2603.0,1949.0,2221.25,259.10663827852807,2067.0,271.4958563219704,2037.6666666666667,225.6156560224142,0.13134777761095262,C,0.9
AUTOMOTIVE,2014-04-07,1894.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0,2014,4,2,15,2261.0,2114.0,2027.0,1727.0,2135.75,96.63462112514334,2106.0,274.5161978046885,2058.4166666666665,234.32279923734345,0.13034957160710264,C,0.9
AUTOMOTIVE,2014-04-14,2115.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0,2014,4,2,16,1894.0,2261.0,2141.0,1791.0,2102.5,152.9803909002719,2126.875,246.4985873619331,2049.1666666666665,238.77179418216426,0.11589707310576183,C,0.9
AUTOMOTIVE,2014-04-21,1842.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0,2014,4,2,17,2115.0,1894.0,2114.0,2184.0,2096.0,151.3428778194292,2167.375,206.8601580778667,2071.25,230.79826886068935,0.09544271668620856,C,0.9
AUTOMOTIVE,2014-04-28,1985.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0,2014,4,2,18,1842.0,2115.0,2261.0,2603.0,2028.0,195.2861148844604,2124.625,236.19298253758515,2054.0,240.15828113975192,0.11116925694533106,C,0.9
AUTOMOTIVE,2014-05-05,1745.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0,2014,5,2,19,1985.0,1842.0,1894.0,2027.0,1959.0,119.61883909596622,2047.375,138.05892892943524,2057.0,238.94921484015677,0.0674321650549449,C,0.9
AUTOMOTIVE,2014-05-12,1924.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0,2014,5,2,20,1745.0,1985.0,2115.0,2141.0,1921.75,162.22078576228552,2012.125,175.04973782981142,2058.5,236.73556402181612,0.08699744689307295,C,0.9
AUTOMOTIVE,2014-05-19,1701.0,27.5,0.0185185185185185,0.0026455026455026,7.0,Quito,Pichincha,D,8.481481481481481,1.0,2014,5,2,21,1924.0,1745.0,1842.0,2114.0,1874.0,104.06087961701391,1985.0,168.9327846046637,2069.5833333333335,225.94064318405484,0.08510467738265924,C,0.9
AUTOMOTIVE,2014-05-26,1709.0,27.5,0.0185185185185185,0.0026455026455026,7.0,Quito,Pichincha,D,8.481481481481481,1.0,2014,5,2,22,1701.0,1924.0,1985.0,2261.0,1838.75,137.13831217667317,1933.375,186.11128583265904,2029.3333333333333,245.84967074629307,0.09626238356892107,C,0.9
AUTOMOTIVE,2014-06-02,1862.0,27.5,0.0555555555555555,0.0079365079365079,7.0,Quito,Pichincha,D,8.481481481481481,1.0,2014,6,2,23,1709.0,1701.0,1745.0,1894.0,1769.75,104.59883683228348,1864.375,145.10088854704807,1954.8333333333333,183.8427358237241,0.07782816683712786,C,0.9
AUTOMOTIVE,2014-06-09,1599.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0,2014,6,2,24,1862.0,1709.0,1924.0,2115.0,1799.0,111.50186844473353,1860.375,144.6077823434331,1941.0833333333333,184.1246901291394,0.07773044807813229,C,0.9
AUTOMOTIVE,2014-06-16,2097.0,27.5,0.1666666666666666,0.0238095238095238,7.0,Quito,Pichincha,D,8.481481481481481,1.0,2014,6,2,25,1599.0,1862.0,1701.0,1842.0,1717.75,108.42316788091613,1795.875,129.0519690445896,1895.9166666666667,196.67576378549072,0.07186021802437127,C,0.9
AUTOMOTIVE,2014-06-23,1956.0,27.5,0.5555555555555556,0.0793650793650793,7.0,Quito,Pichincha,D,8.481481481481481,1.0,2014,6,2,26,2097.0,1599.0,1709.0,1985.0,1816.75,215.72571319463364,1827.75,167.7589682507956,1894.5,195.0163163336948,0.09178441704319727,C,0.9
AUTOMOTIVE,2014-06-30,2496.0,27.5,0.6296296296296297,0.0899470899470899,7.0,Quito,Pichincha,D,8.481481481481481,1.0,2014,6,2,27,1956.0,2097.0,1862.0,1745.0,1878.5,209.87377158663728,1824.125,164.15013815755034,1869.0833333333333,159.55988236585705,0.08998842631807598,C,0.9
AUTOMOTIVE,2014-07-07,2004.0,27.5,0.1666666666666666,0.0238095238095237,7.0,Quito,Pichincha,D,8.481481481481481,1.0,2014,7,3,28,2496.0,1956.0,1599.0,1924.0,2037.0,370.8935157157644,1918.0,283.6678137741901,1919.25,241.63387969856768,0.14789771312515235,C,0.9
AUTOMOTIVE,2014-07-14,2152.0,27.5,0.074074074074074,0.0105820105820105,7.0,Quito,Pichincha,D,8.481481481481481,1.0,2014,7,3,29,2004.0,2496.0,2097.0,1701.0,2138.25,245.5773808802431,1928.0,285.3148636656903,1910.0,235.50603157688124,0.14798488779333108,C,0.9
AUTOMOTIVE,2014-07-21,2162.0,27.5,0.0185185185185185,0.0026455026455026,7.0,Quito,Pichincha,D,8.481481481481481,1.0,2014,7,3,30,2152.0,2004.0,1956.0,1709.0,2152.0,244.0327846827143,1984.375,278.53029458211546,1935.8333333333333,244.21035393630842,0.14036172325390872,C,0.9
AUTOMOTIVE,2014-07-28,2187.0,27.5,0.0185185185185185,0.0026455026455026,7.0,Quito,Pichincha,D,8.481481481481481,1.0,2014,7,3,31,2162.0,2152.0,2496.0,1862.0,2203.5,207.95111605054362,2041.0,259.9785705454531,1950.5833333333333,252.6494007453209,0.12737803554401064,C,0.9
AUTOMOTIVE,2014-08-04,2031.0,27.5,0.0185185185185185,0.0026455026455026,7.0,Quito,Pichincha,D,8.481481481481481,1.0,2014,8,3,32,2187.0,2162.0,2004.0,1599.0,2126.25,82.81857682106508,2081.625,253.3190746300574,1987.4166666666667,252.17182393732813,0.12169294403647905,C,0.9
AUTOMOTIVE,2014-08-11,2054.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0,2014,8,3,33,2031.0,2187.0,2152.0,2097.0,2133.0,69.57489968851307,2135.625,167.11923673148556,1996.3333333333333,251.61671187933786,0.07825308129067945,C,0.9
AUTOMOTIVE,2014-08-18,2132.0,27.5,0.0185185185185185,0.0026455026455026,7.0,Quito,Pichincha,D,8.481481481481481,1.0,2014,8,3,34,2054.0,2031.0,2162.0,1956.0,2108.5,77.46181855167951,2130.25,169.21731589881702,2025.75,233.965858037605,0.07943542584144471,C,0.9
AUTOMOTIVE,2014-08-25,1899.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0,2014,8,3,35,2132.0,2054.0,2187.0,2496.0,2101.0,71.80064995063289,2152.25,154.09157759499482,2061.0,212.8140460162773,0.07159557560456416,C,0.9
AUTOMOTIVE,2014-09-01,2358.0,27.5,0.037037037037037,0.0052910052910052,7.0,Quito,Pichincha,D,8.481481481481481,1.0,2014,9,3,36,1899.0,2132.0,2031.0,2004.0,2029.0,96.8469583070802,2077.625,98.29247536961186,2064.0833333333335,209.9170651529414,0.04731001762568537,C,0.9
AUTOMOTIVE,2014-09-08,2207.0,27.5,0.0555555555555555,0.0079365079365079,7.0,Quito,Pichincha,D,8.481481481481481,1.0,2014,9,3,37,2358.0,1899.0,2054.0,2152.0,2110.75,191.17422246038646,2121.875,133.7133794993713,2127.3333333333335,167.0042641444352,0.06301661478612468,C,0.9
AUTOMOTIVE,2014-09-15,2015.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0,2014,9,3,38,2207.0,2358.0,2132.0,2162.0,2149.0,191.3408825456111,2128.75,136.8604607411715,2136.5,168.20252943725598,0.06429146717139504,C,0.9
AUTOMOTIVE,2014-09-22,2163.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0,2014,9,3,39,2015.0,2207.0,1899.0,2187.0,2119.75,203.3705567021277,2110.375,141.54649665140337,2141.4166666666665,163.235723771335,0.06707172737136116,C,0.9
AUTOMOTIVE,2014-09-29,2311.0,27.5,0.0185185185185185,0.0026455026455026,7.0,Quito,Pichincha,D,8.481481481481481,1.0,2014,9,3,40,2163.0,2015.0,2358.0,2031.0,2185.75,141.17925957212458,2107.375,139.93563571462838,2113.6666666666665,120.07598604318218,0.06640281663897596,C,0.9
AUTOMOTIVE,2014-10-06,2381.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0,2014,10,4,41,2311.0,2163.0,2207.0,2054.0,2174.0,122.8277927289531,2142.375,152.55157207599396,2139.25,127.08631640810854,0.07120675515534057,C,0.9
AUTOMOTIVE,2014-10-13,2299.0,27.5,0.5925925925925926,0.0846560846560846,7.0,Quito,Pichincha,D,8.481481481481481,1.0,2014,10,4,42,2381.0,2311.0,2015.0,2132.0,2217.5,162.73803079387028,2183.25,168.46767388094722,2158.3333333333335,145.09265587161488,0.07716371184283524,C,0.9
