week_start,sku,demand,shipped,unmet,on_hand,backlog,arrivals,on_order,inventory_position,rop,S,service_level_target,order_qty,order_placed
2013-10-28,AUTOMOTIVE,1999.2,1999.2,0.0,22585.74340628893,0.0,0.0,0.0,22585.74340628893,9477.480708595162,44004.54340628893,0.9,0.0,0
2013-11-04,AUTOMOTIVE,1998.0,1998.0,0.0,20587.74340628893,0.0,0.0,0.0,20587.74340628893,9477.480708595162,44004.54340628893,0.9,0.0,0
2013-11-11,AUTOMOTIVE,1982.4,1982.4,0.0,18605.34340628893,0.0,0.0,0.0,18605.34340628893,9477.480708595162,44004.54340628893,0.9,0.0,0
2013-11-18,AUTOMOTIVE,1929.6,1929.6,0.0,16675.74340628893,0.0,0.0,0.0,16675.74340628893,9477.480708595162,44004.54340628893,0.9,0.0,0
2013-11-25,AUTOMOTIVE,2120.4,2120.4,0.0,14555.34340628893,0.0,0.0,0.0,14555.34340628893,9477.480708595162,44004.54340628893,0.9,0.0,0
2013-12-02,AUTOMOTIVE,2280.0,2280.0,0.0,12275.34340628893,0.0,0.0,0.0,12275.34340628893,9477.480708595162,44004.54340628893,0.9,0.0,0
2013-12-09,AUTOMOTIVE,2131.2,2131.2,0.0,10144.143406288931,0.0,0.0,0.0,10144.143406288931,9477.480708595162,44004.54340628893,0.9,0.0,0
2013-12-16,AUTOMOTIVE,2092.8,2092.8,0.0,8051.343406288931,0.0,0.0,0.0,8051.343406288931,9477.480708595162,44004.54340628893,0.9,35953.200000000004,1
2013-12-23,AUTOMOTIVE,2308.8,2308.8,0.0,5742.543406288931,0.0,0.0,35953.200000000004,41695.74340628894,9477.480708595162,44004.54340628893,0.9,0.0,0
2013-12-30,AUTOMOTIVE,2470.8,2470.8,0.0,3271.7434062889306,0.0,0.0,35953.200000000004,39224.943406288934,9477.480708595162,44004.54340628893,0.9,0.0,0
2014-01-06,AUTOMOTIVE,2414.4,2414.4,0.0,36810.54340628893,0.0,35953.200000000004,0.0,36810.54340628893,9477.480708595162,44004.54340628893,0.9,0.0,0
2014-01-13,AUTOMOTIVE,2406.0,2406.0,0.0,34404.54340628893,0.0,0.0,0.0,34404.54340628893,9477.480708595162,44004.54340628893,0.9,0.0,0
2014-01-20,AUTOMOTIVE,2220.0,2220.0,0.0,32184.543406288933,0.0,0.0,0.0,32184.543406288933,9477.480708595162,44004.54340628893,0.9,0.0,0
2014-01-27,AUTOMOTIVE,2458.8,2458.8,0.0,29725.743406288933,0.0,0.0,0.0,29725.743406288933,9477.480708595162,44004.54340628893,0.9,0.0,0
2014-02-03,AUTOMOTIVE,2338.8,2338.8,0.0,27386.943406288934,0.0,0.0,0.0,27386.943406288934,9477.480708595162,44004.54340628893,0.9,0.0,0
2014-02-10,AUTOMOTIVE,2072.4,2072.4,0.0,25314.543406288933,0.0,0.0,0.0,25314.543406288933,9477.480708595162,44004.54340628893,0.9,0.0,0
2014-02-17,AUTOMOTIVE,2149.2,2149.2,0.0,23165.343406288932,0.0,0.0,0.0,23165.343406288932,9477.480708595162,44004.54340628893,0.9,0.0,0
2014-02-24,AUTOMOTIVE,2620.8,2620.8,0.0,20544.543406288933,0.0,0.0,0.0,20544.543406288933,9477.480708595162,44004.54340628893,0.9,0.0,0
2014-03-03,AUTOMOTIVE,3123.6,3123.6,0.0,17420.943406288934,0.0,0.0,0.0,17420.943406288934,9477.480708595162,44004.54340628893,0.9,0.0,0
2014-03-10,AUTOMOTIVE,2432.4,2432.4,0.0,14988.543406288934,0.0,0.0,0.0,14988.543406288934,9477.480708595162,44004.54340628893,0.9,0.0,0
2014-03-17,AUTOMOTIVE,2569.2,2569.2,0.0,12419.343406288936,0.0,0.0,0.0,12419.343406288936,9477.480708595162,44004.54340628893,0.9,0.0,0
2014-03-24,AUTOMOTIVE,2536.8,2536.8,0.0,9882.543406288936,0.0,0.0,0.0,9882.543406288936,9477.480708595162,44004.54340628893,0.9,0.0,0
2014-03-31,AUTOMOTIVE,2713.2,2713.2,0.0,7169.343406288936,0.0,0.0,0.0,7169.343406288936,9477.480708595162,44004.54340628893,0.9,36835.2,1
2014-04-07,AUTOMOTIVE,2272.8,2272.8,0.0,4896.543406288936,0.0,0.0,36835.2,41731.74340628894,9477.480708595162,44004.54340628893,0.9,0.0,0
2014-04-14,AUTOMOTIVE,2538.0,2538.0,0.0,2358.5434062889362,0.0,0.0,36835.2,39193.74340628894,9477.480708595162,44004.54340628893,0.9,0.0,0
2014-04-21,AUTOMOTIVE,2210.4,2210.4,0.0,36983.343406288936,0.0,36835.2,0.0,36983.343406288936,9477.480708595162,44004.54340628893,0.9,0.0,0
2014-04-28,AUTOMOTIVE,2382.0,2382.0,0.0,34601.343406288936,0.0,0.0,0.0,34601.343406288936,9477.480708595162,44004.54340628893,0.9,0.0,0
2014-05-05,AUTOMOTIVE,2094.0,2094.0,0.0,32507.343406288936,0.0,0.0,0.0,32507.343406288936,9477.480708595162,44004.54340628893,0.9,0.0,0
2014-05-12,AUTOMOTIVE,2308.8,2308.8,0.0,30198.543406288936,0.0,0.0,0.0,30198.543406288936,9477.480708595162,44004.54340628893,0.9,0.0,0
2014-05-19,AUTOMOTIVE,2041.2,2041.2,0.0,28157.343406288936,0.0,0.0,0.0,28157.343406288936,9477.480708595162,44004.54340628893,0.9,0.0,0
2014-05-26,AUTOMOTIVE,2050.8,2050.8,0.0,26106.543406288936,0.0,0.0,0.0,26106.543406288936,9477.480708595162,44004.54340628893,0.9,0.0,0
2014-06-02,AUTOMOTIVE,2234.4,2234.4,0.0,23872.143406288935,0.0,0.0,0.0,23872.143406288935,9477.480708595162,44004.54340628893,0.9,0.0,0
2014-06-09,AUTOMOTIVE,1918.8,1918.8,0.0,21953.343406288936,0.0,0.0,0.0,21953.343406288936,9477.480708595162,44004.54340628893,0.9,0.0,0
2014-06-16,AUTOMOTIVE,2516.4,2516.4,0.0,19436.943406288934,0.0,0.0,0.0,19436.943406288934,9477.480708595162,44004.54340628893,0.9,0.0,0
2014-06-23,AUTOMOTIVE,2347.2,2347.2,0.0,17089.743406288933,0.0,0.0,0.0,17089.743406288933,9477.480708595162,44004.54340628893,0.9,0.0,0
2014-06-30,AUTOMOTIVE,2995.2,2995.2,0.0,14094.543406288933,0.0,0.0,0.0,14094.543406288933,9477.480708595162,44004.54340628893,0.9,0.0,0
2014-07-07,AUTOMOTIVE,2404.8,2404.8,0.0,11689.743406288933,0.0,0.0,0.0,11689.743406288933,9477.480708595162,44004.54340628893,0.9,0.0,0
2014-07-14,AUTOMOTIVE,2582.4,2582.4,0.0,9107.343406288934,0.0,0.0,0.0,9107.343406288934,9477.480708595162,44004.54340628893,0.9,34897.2,1
2014-07-21,AUTOMOTIVE,2594.4,2594.4,0.0,6512.943406288934,0.0,0.0,34897.2,41410.14340628893,9477.480708595162,44004.54340628893,0.9,0.0,0
2014-07-28,AUTOMOTIVE,2624.4,2624.4,0.0,3888.543406288934,0.0,0.0,34897.2,38785.74340628893,9477.480708595162,44004.54340628893,0.9,0.0,0
2014-08-04,AUTOMOTIVE,2437.2,2437.2,0.0,36348.54340628893,0.0,34897.2,0.0,36348.54340628893,9477.480708595162,44004.54340628893,0.9,0.0,0
2014-08-11,AUTOMOTIVE,2464.8,2464.8,0.0,33883.74340628893,0.0,0.0,0.0,33883.74340628893,9477.480708595162,44004.54340628893,0.9,0.0,0
2014-08-18,AUTOMOTIVE,2558.4,2558.4,0.0,31325.34340628893,0.0,0.0,0.0,31325.34340628893,9477.480708595162,44004.54340628893,0.9,0.0,0
2014-08-25,AUTOMOTIVE,2278.8,2278.8,0.0,29046.54340628893,0.0,0.0,0.0,29046.54340628893,9477.480708595162,44004.54340628893,0.9,0.0,0
2014-09-01,AUTOMOTIVE,2829.6,2829.6,0.0,26216.94340628893,0.0,0.0,0.0,26216.94340628893,9477.480708595162,44004.54340628893,0.9,0.0,0
2014-09-08,AUTOMOTIVE,2648.4,2648.4,0.0,23568.54340628893,0.0,0.0,0.0,23568.54340628893,9477.480708595162,44004.54340628893,0.9,0.0,0
2014-09-15,AUTOMOTIVE,2418.0,2418.0,0.0,21150.54340628893,0.0,0.0,0.0,21150.54340628893,9477.480708595162,44004.54340628893,0.9,0.0,0
2014-09-22,AUTOMOTIVE,2595.6,2595.6,0.0,18554.94340628893,0.0,0.0,0.0,18554.94340628893,9477.480708595162,44004.54340628893,0.9,0.0,0
2014-09-29,AUTOMOTIVE,2773.2,2773.2,0.0,15781.74340628893,0.0,0.0,0.0,15781.74340628893,9477.480708595162,44004.54340628893,0.9,0.0,0
2014-10-06,AUTOMOTIVE,2857.2,2857.2,0.0,12924.543406288929,0.0,0.0,0.0,12924.543406288929,9477.480708595162,44004.54340628893,0.9,0.0,0
2014-10-13,AUTOMOTIVE,2758.8,2758.8,0.0,10165.74340628893,0.0,0.0,0.0,10165.74340628893,9477.480708595162,44004.54340628893,0.9,0.0,0
2014-10-20,AUTOMOTIVE,2553.6,2553.6,0.0,7612.143406288929,0.0,0.0,0.0,7612.143406288929,9477.480708595162,44004.54340628893,0.9,36392.4,1
2014-10-27,AUTOMOTIVE,2613.6,2613.6,0.0,4998.543406288929,0.0,0.0,36392.4,41390.943406288934,9477.480708595162,44004.54340628893,0.9,0.0,0
2014-11-03,AUTOMOTIVE,3084.0,3084.0,0.0,1914.543406288929,0.0,0.0,36392.4,38306.943406288934,9477.480708595162,44004.54340628893,0.9,0.0,0
2014-11-10,AUTOMOTIVE,2476.8,2476.8,0.0,35830.14340628893,0.0,36392.4,0.0,35830.14340628893,9477.480708595162,44004.54340628893,0.9,0.0,0
2014-11-17,AUTOMOTIVE,2280.0,2280.0,0.0,33550.14340628893,0.0,0.0,0.0,33550.14340628893,9477.480708595162,44004.54340628893,0.9,0.0,0
2014-11-24,AUTOMOTIVE,2448.0,2448.0,0.0,31102.14340628893,0.0,0.0,0.0,31102.14340628893,9477.480708595162,44004.54340628893,0.9,0.0,0
2014-12-01,AUTOMOTIVE,2761.2,2761.2,0.0,28340.94340628893,0.0,0.0,0.0,28340.94340628893,9477.480708595162,44004.54340628893,0.9,0.0,0
2014-12-08,AUTOMOTIVE,2742.0,2742.0,0.0,25598.94340628893,0.0,0.0,0.0,25598.94340628893,9477.480708595162,44004.54340628893,0.9,0.0,0
2014-12-15,AUTOMOTIVE,2937.6,2937.6,0.0,22661.343406288932,0.0,0.0,0.0,22661.343406288932,9477.480708595162,44004.54340628893,0.9,0.0,0
2014-12-22,AUTOMOTIVE,3014.4,3014.4,0.0,19646.94340628893,0.0,0.0,0.0,19646.94340628893,9477.480708595162,44004.54340628893,0.9,0.0,0
2014-12-29,AUTOMOTIVE,2986.8,2986.8,0.0,16660.14340628893,0.0,0.0,0.0,16660.14340628893,9477.480708595162,44004.54340628893,0.9,0.0,0
2015-01-05,AUTOMOTIVE,2548.8,2548.8,0.0,14111.343406288932,0.0,0.0,0.0,14111.343406288932,9477.480708595162,44004.54340628893,0.9,0.0,0
2015-01-12,AUTOMOTIVE,2349.6,2349.6,0.0,11761.743406288932,0.0,0.0,0.0,11761.743406288932,9477.480708595162,44004.54340628893,0.9,0.0,0
2015-01-19,AUTOMOTIVE,2436.0,2436.0,0.0,9325.743406288932,0.0,0.0,0.0,9325.743406288932,9477.480708595162,44004.54340628893,0.9,34678.8,1
2015-01-26,AUTOMOTIVE,2643.6,2643.6,0.0,6682.143406288931,0.0,0.0,34678.8,41360.943406288934,9477.480708595162,44004.54340628893,0.9,0.0,0
2015-02-02,AUTOMOTIVE,2625.6,2625.6,0.0,4056.5434062889312,0.0,0.0,34678.8,38735.343406288936,9477.480708595162,44004.54340628893,0.9,0.0,0
2015-02-09,AUTOMOTIVE,2808.0,2808.0,0.0,35927.343406288936,0.0,34678.8,0.0,35927.343406288936,9477.480708595162,44004.54340628893,0.9,0.0,0
2015-02-16,AUTOMOTIVE,2937.6,2937.6,0.0,32989.74340628894,0.0,0.0,0.0,32989.74340628894,9477.480708595162,44004.54340628893,0.9,0.0,0
2015-02-23,AUTOMOTIVE,2673.6,2673.6,0.0,30316.14340628894,0.0,0.0,0.0,30316.14340628894,9477.480708595162,44004.54340628893,0.9,0.0,0
2015-03-02,AUTOMOTIVE,2788.8,2788.8,0.0,27527.34340628894,0.0,0.0,0.0,27527.34340628894,9477.480708595162,44004.54340628893,0.9,0.0,0
2015-03-09,AUTOMOTIVE,3726.0,3726.0,0.0,23801.34340628894,0.0,0.0,0.0,23801.34340628894,9477.480708595162,44004.54340628893,0.9,0.0,0
2015-03-16,AUTOMOTIVE,3040.8,3040.8,0.0,20760.54340628894,0.0,0.0,0.0,20760.54340628894,9477.480708595162,44004.54340628893,0.9,0.0,0
2015-03-23,AUTOMOTIVE,2913.6,2913.6,0.0,17846.94340628894,0.0,0.0,0.0,17846.94340628894,9477.480708595162,44004.54340628893,0.9,0.0,0
2015-03-30,AUTOMOTIVE,3194.4,3194.4,0.0,14652.543406288942,0.0,0.0,0.0,14652.543406288942,9477.480708595162,44004.54340628893,0.9,0.0,0
2015-04-06,AUTOMOTIVE,2314.8,2314.8,0.0,12337.74340628894,0.0,0.0,0.0,12337.74340628894,9477.480708595162,44004.54340628893,0.9,0.0,0
2015-04-13,AUTOMOTIVE,2415.6,2415.6,0.0,9922.14340628894,0.0,0.0,0.0,9922.14340628894,9477.480708595162,44004.54340628893,0.9,0.0,0
2015-04-20,AUTOMOTIVE,2382.0,2382.0,0.0,7540.14340628894,0.0,0.0,0.0,7540.14340628894,9477.480708595162,44004.54340628893,0.9,36464.399999999994,1
2015-04-27,AUTOMOTIVE,2745.6,2745.6,0.0,4794.54340628894,0.0,0.0,36464.399999999994,41258.943406288934,9477.480708595162,44004.54340628893,0.9,0.0,0
2015-05-04,AUTOMOTIVE,2166.0,2166.0,0.0,2628.54340628894,0.0,0.0,36464.399999999994,39092.943406288934,9477.480708595162,44004.54340628893,0.9,0.0,0
2015-05-11,AUTOMOTIVE,2468.4,2468.4,0.0,36624.54340628893,0.0,36464.399999999994,0.0,36624.54340628893,9477.480708595162,44004.54340628893,0.9,0.0,0
2015-05-18,AUTOMOTIVE,2402.4,2402.4,0.0,34222.14340628893,0.0,0.0,0.0,34222.14340628893,9477.480708595162,44004.54340628893,0.9,0.0,0
2015-05-25,AUTOMOTIVE,2700.0,2700.0,0.0,31522.14340628893,0.0,0.0,0.0,31522.14340628893,9477.480708595162,44004.54340628893,0.9,0.0,0
2015-06-01,AUTOMOTIVE,3046.8,3046.8,0.0,28475.343406288932,0.0,0.0,0.0,28475.343406288932,9477.480708595162,44004.54340628893,0.9,0.0,0
2015-06-08,AUTOMOTIVE,2611.2,2611.2,0.0,25864.14340628893,0.0,0.0,0.0,25864.14340628893,9477.480708595162,44004.54340628893,0.9,0.0,0
2015-06-15,AUTOMOTIVE,2678.4,2678.4,0.0,23185.74340628893,0.0,0.0,0.0,23185.74340628893,9477.480708595162,44004.54340628893,0.9,0.0,0
2015-06-22,AUTOMOTIVE,2704.8,2704.8,0.0,20480.94340628893,0.0,0.0,0.0,20480.94340628893,9477.480708595162,44004.54340628893,0.9,0.0,0
2015-06-29,AUTOMOTIVE,3175.2,3175.2,0.0,17305.74340628893,0.0,0.0,0.0,17305.74340628893,9477.480708595162,44004.54340628893,0.9,0.0,0
2015-07-06,AUTOMOTIVE,2892.0,2892.0,0.0,14413.74340628893,0.0,0.0,0.0,14413.74340628893,9477.480708595162,44004.54340628893,0.9,0.0,0
2015-07-13,AUTOMOTIVE,2808.0,2808.0,0.0,11605.74340628893,0.0,0.0,0.0,11605.74340628893,9477.480708595162,44004.54340628893,0.9,0.0,0
2015-07-20,AUTOMOTIVE,2782.8,2782.8,0.0,8822.94340628893,0.0,0.0,0.0,8822.94340628893,9477.480708595162,44004.54340628893,0.9,35181.600000000006,1
2015-07-27,AUTOMOTIVE,3044.4,3044.4,0.0,5778.543406288931,0.0,0.0,35181.600000000006,40960.14340628894,9477.480708595162,44004.54340628893,0.9,0.0,0
2015-08-03,AUTOMOTIVE,2988.0,2988.0,0.0,2790.543406288931,0.0,0.0,35181.600000000006,37972.14340628894,9477.480708595162,44004.54340628893,0.9,0.0,0
2015-08-10,AUTOMOTIVE,2934.0,2934.0,0.0,35038.14340628894,0.0,35181.600000000006,0.0,35038.14340628894,9477.480708595162,44004.54340628893,0.9,0.0,0
2015-08-17,AUTOMOTIVE,2857.2,2857.2,0.0,32180.943406288938,0.0,0.0,0.0,32180.943406288938,9477.480708595162,44004.54340628893,0.9,0.0,0
2015-08-24,AUTOMOTIVE,2874.0,2874.0,0.0,29306.943406288938,0.0,0.0,0.0,29306.943406288938,9477.480708595162,44004.54340628893,0.9,0.0,0
2015-08-31,AUTOMOTIVE,3079.2,3079.2,0.0,26227.743406288937,0.0,0.0,0.0,26227.743406288937,9477.480708595162,44004.54340628893,0.9,0.0,0
2015-09-07,AUTOMOTIVE,2754.0,2754.0,0.0,23473.743406288937,0.0,0.0,0.0,23473.743406288937,9477.480708595162,44004.54340628893,0.9,0.0,0
2015-09-14,AUTOMOTIVE,2751.6,2751.6,0.0,20722.14340628894,0.0,0.0,0.0,20722.14340628894,9477.480708595162,44004.54340628893,0.9,0.0,0
2015-09-21,AUTOMOTIVE,2534.4,2534.4,0.0,18187.743406288937,0.0,0.0,0.0,18187.743406288937,9477.480708595162,44004.54340628893,0.9,0.0,0
2015-09-28,AUTOMOTIVE,3568.8,3568.8,0.0,14618.943406288938,0.0,0.0,0.0,14618.943406288938,9477.480708595162,44004.54340628893,0.9,0.0,0
2015-10-05,AUTOMOTIVE,3852.0,3852.0,0.0,10766.943406288938,0.0,0.0,0.0,10766.943406288938,9477.480708595162,44004.54340628893,0.9,0.0,0
2015-10-12,AUTOMOTIVE,3561.6,3561.6,0.0,7205.343406288937,0.0,0.0,0.0,7205.343406288937,9477.480708595162,44004.54340628893,0.9,36799.2,1
2015-10-19,AUTOMOTIVE,3313.2,3313.2,0.0,3892.1434062889375,0.0,0.0,36799.2,40691.343406288936,9477.480708595162,44004.54340628893,0.9,0.0,0
2015-10-26,AUTOMOTIVE,3507.6,3507.6,0.0,384.5434062889376,0.0,0.0,36799.2,37183.74340628894,9477.480708595162,44004.54340628893,0.9,0.0,0
2015-11-02,AUTOMOTIVE,3925.2,3925.2,0.0,33258.54340628894,0.0,36799.2,0.0,33258.54340628894,9477.480708595162,44004.54340628893,0.9,0.0,0
2015-11-09,AUTOMOTIVE,3213.6,3213.6,0.0,30044.94340628894,0.0,0.0,0.0,30044.94340628894,9477.480708595162,44004.54340628893,0.9,0.0,0
2015-11-16,AUTOMOTIVE,3103.2,3103.2,0.0,26941.74340628894,0.0,0.0,0.0,26941.74340628894,9477.480708595162,44004.54340628893,0.9,0.0,0
2015-11-23,AUTOMOTIVE,2775.6,2775.6,0.0,24166.143406288942,0.0,0.0,0.0,24166.143406288942,9477.480708595162,44004.54340628893,0.9,0.0,0
2015-11-30,AUTOMOTIVE,3333.6,3333.6,0.0,20832.543406288944,0.0,0.0,0.0,20832.543406288944,9477.480708595162,44004.54340628893,0.9,0.0,0
2015-12-07,AUTOMOTIVE,3166.8,3166.8,0.0,17665.743406288944,0.0,0.0,0.0,17665.743406288944,9477.480708595162,44004.54340628893,0.9,0.0,0
2015-12-14,AUTOMOTIVE,3333.6,3333.6,0.0,14332.143406288944,0.0,0.0,0.0,14332.143406288944,9477.480708595162,44004.54340628893,0.9,0.0,0
2015-12-21,AUTOMOTIVE,3578.4,3578.4,0.0,10753.743406288944,0.0,0.0,0.0,10753.743406288944,9477.480708595162,44004.54340628893,0.9,0.0,0
2015-12-28,AUTOMOTIVE,3742.8,3742.8,0.0,7010.943406288944,0.0,0.0,0.0,7010.943406288944,9477.480708595162,44004.54340628893,0.9,36993.59999999999,1
2016-01-04,AUTOMOTIVE,3278.4,3278.4,0.0,3732.543406288944,0.0,0.0,36993.59999999999,40726.14340628894,9477.480708595162,44004.54340628893,0.9,0.0,0
2016-01-11,AUTOMOTIVE,3183.6,3183.6,0.0,548.9434062889441,0.0,0.0,36993.59999999999,37542.54340628893,9477.480708595162,44004.54340628893,0.9,0.0,0
2016-01-18,AUTOMOTIVE,3158.4,3158.4,0.0,34384.14340628893,0.0,36993.59999999999,0.0,34384.14340628893,9477.480708595162,44004.54340628893,0.9,0.0,0
